,role_id,primary_alias
3352,recreation-officer,employment-officer
3353,caseworker,family-support-worker
3354,social-worker,family-support-worker
3355,youth-worker,family-support-worker
3356,family-worker,family-support-worker
3357,child-safety-officer,family-support-worker
3358,outreach-worker,family-support-worker
3359,support-worker,family-support-worker
3360,case-manager,family-support-worker
3361,tool-technician,service-leader
3362,field-specialist,service-leader
3363,banking-manager,service-leader
3364,service-supervisor,service-leader
3365,resource-officer,service-leader
3366,development-worker,service-leader
3367,practice-leader,service-leader
3368,serviceperson,service-leader
3369,personal-care-worker,personal-carer
3370,activities-coordinator,personal-carer
3371,kitchenhand,personal-carer
3372,childcare-worker,personal-carer
3373,kitchen-assistant,personal-carer
3374,cleaner,personal-carer
3375,childcare-assistant,personal-carer
3376,community-worker,personal-carer
3377,anthropologist,recreational-activities-officer
3378,fundraiser,recreational-activities-officer
3379,fundraising-executive,recreational-activities-officer
3380,orientation-and-mobility-specialist,recreational-activities-officer
3381,house-supervisor,recreational-activities-officer
3382,community-officer,recreational-activities-officer
3383,support-leader,recreational-activities-officer
3384,youth-justice-worker,recreational-activities-officer
3385,employment-consultant,placement-consultant
3386,employment-officer,placement-consultant
3387,placement-coordinator,placement-consultant
3388,work-adviser,placement-consultant
3389,recruitment-consultant,placement-consultant
3390,rehabilitation-consultant,placement-consultant
3391,case-manager,placement-consultant
3392,recruitment-officer,placement-consultant
3393,health-information-manager,implementation-officer
3394,leasing-coordinator,implementation-officer
3395,helpdesk-manager,implementation-officer
3396,engineering-officer,implementation-officer
3397,anthropologist,ndis-support-worker
3398,fundraiser,ndis-support-worker
3399,fundraising-executive,ndis-support-worker
3400,orientation-and-mobility-specialist,ndis-support-worker
3401,house-supervisor,ndis-support-worker
3402,community-officer,ndis-support-worker
3403,support-leader,ndis-support-worker
3404,youth-justice-worker,ndis-support-worker
3405,disability-support-worker,employment-consultant
3406,rehabilitation-consultant,employment-consultant
3407,recruitment-coordinator,employment-consultant
3408,liaison-officer,employment-consultant
3409,administration-officer,employment-consultant
3410,human-resources-coordinator,employment-consultant
3411,community-support-worker,employment-consultant
3412,client-services-officer,employment-consultant
3413,house-supervisor,house-manager
3414,youth-worker,house-manager
3415,estate-manager,house-manager
3416,hotel-manager,house-manager
3417,community-support-worker,house-manager
3418,front-office-manager,house-manager
3419,rooms-division-manager,house-manager
3420,steward,house-manager
3421,caseworker,youth-worker
3422,case-manager,youth-worker
3423,social-worker,youth-worker
3424,counsellor,youth-worker
3425,family-support-worker,youth-worker
3426,program-coordinator,youth-worker
3427,facilitator,youth-worker
3428,employment-consultant,youth-worker
3429,heritage-consultant,heritage-adviser
3430,archaeologist,heritage-adviser
3431,urban-planner,heritage-adviser
3432,archivist,heritage-adviser
3433,outreach-officer,heritage-adviser
3434,sterilisation-technician,heritage-adviser
3435,town-planner,heritage-adviser
3436,pharmacy-manager,care-consultant
3437,payroll-administration-officer,care-consultant
3438,reporting-specialist,care-consultant
3439,centre-director,care-consultant
3440,search-engine-marketing-manager,care-consultant
3441,care-coordinator,care-consultant
3442,pathways-coordinator,care-consultant
3443,tailor,care-consultant
3444,wellbeing-officer,care-team-leader
3445,licensing-officer,care-team-leader
3446,child-safety-officer,care-team-leader
3447,outreach-worker,care-team-leader
3448,house-supervisor,care-team-leader
3449,care-coordinator,care-team-leader
3450,intake-worker,care-team-leader
3451,housing-manager,response-coordinator
3452,partnerships-executive,response-coordinator
3453,building-administrator,response-coordinator
3454,parts-coordinator,response-coordinator
3455,workflow-manager,response-coordinator
3456,engagement-coordinator,response-coordinator
3457,information-officer,support-coordinator
3458,care-coordinator,support-coordinator
3459,support-consultant,support-coordinator
3460,support-administrator,support-coordinator
3461,project-administrator,support-coordinator
3462,programme-coordinator,support-coordinator
3463,case-manager,support-coordinator
3464,service-coordinator,support-coordinator
3465,lifestyle-coordinator,lifestyle-officer
3466,diversional-therapist,lifestyle-officer
3467,allied-health-assistant,lifestyle-officer
3468,community-liaison-officer,lifestyle-officer
3469,activities-coordinator,lifestyle-officer
3470,activities-officer,lifestyle-officer
3471,delivery-engineer,capacity-manager
3472,incident-and-problem-manager,capacity-manager
3473,planning-team-leader,capacity-manager
3474,capability-manager,capacity-manager
3475,platform-engineer,capacity-manager
3476,incident-manager,capacity-manager
3477,change-and-release-manager,capacity-manager
3478,resource-manager,capacity-manager
3479,nurse,diversional-therapist
3480,lifestyle-coordinator,diversional-therapist
3481,recreation-officer,diversional-therapist
3482,activities-coordinator,diversional-therapist
3483,activities-officer,diversional-therapist
3484,lifestyle-officer,diversional-therapist
3485,personal-carer,diversional-therapist
3486,allied-health-assistant,diversional-therapist
3487,assurance-manager,practice-leader
3488,technical-lead,practice-leader
3489,technology-manager,practice-leader
3490,application-architect,practice-leader
3491,information-management-manager,practice-leader
3492,change-consultant,practice-leader
3493,infrastructure-manager,practice-leader
3494,integration-manager,practice-leader
3495,child-safety-officer,caseworker
3496,family-worker,caseworker
3497,community-support-worker,caseworker
3498,outreach-worker,caseworker
3499,advocate,caseworker
3500,community-worker,caseworker
3501,psychologist,caseworker
3502,solicitor,caseworker
3503,tenancy-manager,housing-manager
3504,recovery-officer,housing-manager
3505,welfare-officer,housing-manager
3506,estate-manager,housing-manager
3507,community-liaison-officer,housing-manager
3508,property-manager,housing-manager
3509,client-services-officer,housing-manager
3510,policy-officer,housing-manager
3511,health-officer,health-promotion-officer
3512,community-development-officer,health-promotion-officer
3513,program-officer,health-promotion-officer
3514,health-worker,health-promotion-officer
3515,nutritionist,health-promotion-officer
3516,health-coordinator,health-promotion-officer
3517,dietician,health-promotion-officer
3518,project-officer,health-promotion-officer
3519,home-care-worker,aged-care-worker
3520,personal-carer,aged-care-worker
3521,aged-care-support-worker,aged-care-worker
3522,cleaner,aged-care-worker
3523,housekeeper,aged-care-worker
3524,community-worker,aged-care-worker
3525,childcare-assistant,aged-care-worker
3526,room-attendant,aged-care-worker
3527,clinical-consultant,care-coordinator
3528,welfare-officer,care-coordinator
3529,practice-manager,care-coordinator
3530,advocate,care-coordinator
3531,mental-health-nurse,care-coordinator
3532,assessment-officer,care-coordinator
3533,practitioner,care-coordinator
3534,disability-support-worker,care-coordinator
3535,field-officer,community-liaison-officer
3536,development-worker,community-liaison-officer
3537,employment-officer,community-liaison-officer
3538,community-development-officer,community-liaison-officer
3539,health-promotion-officer,community-liaison-officer
3540,health-worker,community-liaison-officer
3541,program-officer,community-liaison-officer
3542,engagement-officer,community-liaison-officer
3543,channel-manager,programs-manager
3544,project-officer,programs-manager
3545,health-promotion-officer,programs-manager
3546,program-coordinator,programs-manager
3547,marketing-communications-manager,programs-manager
3548,programme-manager,programs-manager
3549,program-officer,programs-manager
3550,marketing-and-communications-manager,programs-manager
3551,anthropologist,school-crossing-supervisor
3552,fundraiser,school-crossing-supervisor
3553,fundraising-executive,school-crossing-supervisor
3554,orientation-and-mobility-specialist,school-crossing-supervisor
3555,house-supervisor,school-crossing-supervisor
3556,community-officer,school-crossing-supervisor
3557,support-leader,school-crossing-supervisor
3558,youth-justice-worker,school-crossing-supervisor
3559,personal-carer,personal-care-worker
3560,careworker,personal-care-worker
3561,registered-nurse,personal-care-worker
3562,home-care-worker,personal-care-worker
3563,carer,personal-care-worker
3564,cleaner,personal-care-worker
3565,housekeeper,personal-care-worker
3566,room-attendant,personal-care-worker
