,id,role_id,alias,title,roleReviewStatistics,growth,industry,salarySuggestion.locationName,salarySuggestion.suggestion.min,salarySuggestion.suggestion.max,salarySuggestion.salary_min,salarySuggestion.salary_max,salarySuggestion.salary_median,salarySuggestion.__typename,roleReviewStatistics.jobSatisfaction,roleReviewStatistics.__typename,growth.value,growth.__typename,salarySuggestion
724,design-coordinator,design-coordinator,design-coordinator,Design Coordinator,,,design-architecture,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,4.3,RoleReviewStats,20.5,Growth,
725,secondary-teacher,secondary-teacher,secondary-teacher,Secondary School Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,100000.0,SalarySuggestion,3.7,RoleReviewStats,3.7,Growth,
726,tutor,tutor,tutor,Tutor,,,education-training,Australia,45000.0,105000.0,65000.0,85000.0,65000.0,SalarySuggestion,4.4,RoleReviewStats,13.6,Growth,
727,lecturer,lecturer,lecturer,Lecturer,,,education-training,Australia,80000.0,140000.0,100000.0,120000.0,110724.0,SalarySuggestion,4.0,RoleReviewStats,16.6,Growth,
728,physical-education-teacher,physical-education-teacher,physical-education-teacher,Physical Education Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,100000.0,SalarySuggestion,3.9,RoleReviewStats,9.4,Growth,
729,mathematics-teacher,mathematics-teacher,mathematics-teacher,Mathematics Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,100000.0,SalarySuggestion,3.9,RoleReviewStats,3.7,Growth,
730,academic-manager,academic-manager,academic-manager,Academic Manager,,,education-training,Australia,55000.0,115000.0,75000.0,95000.0,87499.0,SalarySuggestion,3.5,RoleReviewStats,,,
731,childcare-centre-manager,childcare-centre-manager,childcare-centre-manager,Childcare Centre Manager,,,education-training,Australia,85000.0,145000.0,105000.0,125000.0,112875.0,SalarySuggestion,4.3,RoleReviewStats,21.8,Growth,
732,room-assistant,room-assistant,room-assistant,Room Assistant,,,education-training,Australia,40000.0,85000.0,55000.0,70000.0,61608.0,SalarySuggestion,4.1,RoleReviewStats,,,
733,early-childhood-teacher,early-childhood-teacher,early-childhood-teacher,Early Childhood Teacher,,,education-training,Australia,65000.0,110000.0,80000.0,95000.0,85000.0,SalarySuggestion,3.9,RoleReviewStats,21.6,Growth,
734,english-teacher,english-teacher,english-teacher,English Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,100000.0,SalarySuggestion,4.1,RoleReviewStats,3.7,Growth,
735,assistant-director,assistant-director,assistant-director,Early Learning Centre Assistant Director,,,education-training,Australia,115000.0,130000.0,120000.0,125000.0,120033.0,SalarySuggestion,4.0,RoleReviewStats,,,
736,placement-officer,placement-officer,placement-officer,Placement Officer,,,education-training,Australia,65000.0,95000.0,75000.0,85000.0,80000.0,SalarySuggestion,,,,,
737,career-development-consultant,career-development-consultant,career-development-consultant,Career Development Practitioner,,,education-training,Australia,50000.0,80000.0,60000.0,70000.0,66785.0,SalarySuggestion,4.4,RoleReviewStats,,,
738,science-teacher,science-teacher,science-teacher,Science Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,100000.0,SalarySuggestion,3.8,RoleReviewStats,3.7,Growth,
739,school-coordinator,school-coordinator,school-coordinator,School Coordinator,,,education-training,Australia,50000.0,110000.0,70000.0,90000.0,80000.0,SalarySuggestion,,,,,
740,business-leader,business-leader,business-leader,Business Leader,,,education-training,Australia,90000.0,150000.0,110000.0,130000.0,122499.0,SalarySuggestion,4.0,RoleReviewStats,,,
741,learning-officer,learning-officer,learning-officer,Learning Officer,,,education-training,Australia,55000.0,115000.0,75000.0,95000.0,82599.0,SalarySuggestion,,,,,
742,special-educational-needs-teacher,special-educational-needs-teacher,special-educational-needs-teacher,Special Educational Needs Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,100000.0,SalarySuggestion,4.1,RoleReviewStats,13.5,Growth,
743,childcare-educator,childcare-educator,childcare-educator,Childcare Educator,,,education-training,Australia,50000.0,80000.0,60000.0,70000.0,65000.0,SalarySuggestion,3.8,RoleReviewStats,5.9,Growth,
744,primary-teacher,primary-teacher,primary-teacher,Primary School Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,99597.0,SalarySuggestion,3.8,RoleReviewStats,5.1,Growth,
745,librarian,librarian,librarian,Librarian,,,education-training,Australia,65000.0,110000.0,80000.0,95000.0,85000.0,SalarySuggestion,3.8,RoleReviewStats,5.9,Growth,
746,teacher-aide,teacher-aide,teacher-aide,Teacher's Aide,,,education-training,Australia,40000.0,85000.0,55000.0,70000.0,61000.0,SalarySuggestion,4.4,RoleReviewStats,17.4,Growth,
747,assistant-educator,assistant-educator,assistant-educator,Assistant Educator,,,education-training,Australia,45000.0,75000.0,55000.0,65000.0,60000.0,SalarySuggestion,4.0,RoleReviewStats,11.8,Growth,
748,music-teacher,music-teacher,music-teacher,Music Teacher,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,99999.0,SalarySuggestion,4.3,RoleReviewStats,3.7,Growth,
749,kindergarten-teacher,kindergarten-teacher,kindergarten-teacher,Kindergarten Teacher,,,education-training,Australia,65000.0,110000.0,80000.0,95000.0,87000.0,SalarySuggestion,4.2,RoleReviewStats,21.6,Growth,
750,educator,educator,educator,Educator,,,education-training,Australia,45000.0,90000.0,60000.0,75000.0,66500.0,SalarySuggestion,3.9,RoleReviewStats,9.4,Growth,
751,english-as-an-additional-language-teacher,english-as-an-additional-language-teacher,english-as-an-additional-language-teacher,English as an Additional Language Teacher,,,education-training,Australia,55000.0,115000.0,75000.0,95000.0,85000.0,SalarySuggestion,4.2,RoleReviewStats,-0.5,Growth,
752,assistant-coordinator,assistant-coordinator,assistant-coordinator,Assistant Coordinator,,,education-training,Australia,45000.0,90000.0,60000.0,75000.0,67015.0,SalarySuggestion,3.3,RoleReviewStats,,,
753,childcare-assistant,childcare-assistant,childcare-assistant,Childcare Assistant,,,education-training,Australia,45000.0,75000.0,55000.0,65000.0,60000.0,SalarySuggestion,3.6,RoleReviewStats,5.9,Growth,
754,school-principal,school-principal,school-principal,School Principal,,,education-training,Australia,150000.0,210000.0,170000.0,190000.0,180000.0,SalarySuggestion,3.3,RoleReviewStats,,,
755,academic,academic,academic,Academic,,,education-training,Australia,90000.0,135000.0,105000.0,120000.0,115934.0,SalarySuggestion,3.6,RoleReviewStats,,,
756,postdoctoral-fellow,postdoctoral-fellow,postdoctoral-fellow,Postdoctoral Fellow,,,education-training,Australia,85000.0,100000.0,90000.0,95000.0,91237.0,SalarySuggestion,4.5,RoleReviewStats,,,
757,educational-leader,educational-leader,educational-leader,Educational Leader,,,education-training,Australia,65000.0,95000.0,75000.0,85000.0,80000.0,SalarySuggestion,3.9,RoleReviewStats,,,
758,principal,principal,principal,Principal,,,education-training,Australia,145000.0,205000.0,165000.0,185000.0,175000.0,SalarySuggestion,4.3,RoleReviewStats,11.5,Growth,
759,learning-assistant,learning-assistant,learning-assistant,Learning Assistant,,,education-training,Australia,50000.0,80000.0,60000.0,70000.0,60000.0,SalarySuggestion,3.5,RoleReviewStats,,,
760,centre-director,centre-director,centre-director,Centre Director,,,education-training,Australia,75000.0,120000.0,90000.0,105000.0,97500.0,SalarySuggestion,4.1,RoleReviewStats,,,
761,library-technician,library-technician,library-technician,Library Technician,,,education-training,Australia,50000.0,110000.0,70000.0,90000.0,77137.0,SalarySuggestion,4.2,RoleReviewStats,2.9,Growth,
762,group-leader,group-leader,group-leader,Group Leader,,,education-training,Australia,125000.0,185000.0,145000.0,165000.0,152720.0,SalarySuggestion,3.8,RoleReviewStats,,,
763,room-leader,room-leader,room-leader,Room Leader,,,education-training,Australia,50000.0,95000.0,65000.0,80000.0,72500.0,SalarySuggestion,4.1,RoleReviewStats,,,
764,early-childhood-educator,early-childhood-educator,early-childhood-educator,Early Childhood Educator,,,education-training,Australia,50000.0,80000.0,60000.0,70000.0,63000.0,SalarySuggestion,4.0,RoleReviewStats,21.6,Growth,
765,prosecutor,prosecutor,prosecutor,Prosecutor,,,education-training,Australia,85000.0,145000.0,105000.0,125000.0,117086.0,SalarySuggestion,4.0,RoleReviewStats,20.0,Growth,
766,art-teacher,art-teacher,art-teacher,Art Teacher,,,education-training,Australia,90000.0,105000.0,95000.0,100000.0,97000.0,SalarySuggestion,4.5,RoleReviewStats,9.4,Growth,
767,childcare-worker,childcare-worker,childcare-worker,Childcare Worker,,,education-training,Australia,55000.0,70000.0,60000.0,65000.0,62500.0,SalarySuggestion,4.0,RoleReviewStats,5.9,Growth,
768,guidance-counsellor,guidance-counsellor,guidance-counsellor,Guidance Counsellor,,,education-training,Australia,105000.0,120000.0,110000.0,115000.0,115000.0,SalarySuggestion,5.0,RoleReviewStats,14.2,Growth,
769,integration-aide,integration-aide,integration-aide,Integration Aide,,,education-training,Australia,45000.0,75000.0,55000.0,65000.0,60500.0,SalarySuggestion,4.0,RoleReviewStats,,,
770,pathways-coordinator,pathways-coordinator,pathways-coordinator,Pathways Coordinator,,,education-training,Australia,60000.0,120000.0,80000.0,100000.0,92499.0,SalarySuggestion,,,,,
771,welfare-officer,welfare-officer,welfare-officer,Welfare Officer,,,education-training,Australia,55000.0,100000.0,70000.0,85000.0,77499.0,SalarySuggestion,4.0,RoleReviewStats,,,
772,service-director,service-director,service-director,Service Director,,,education-training,Australia,160000.0,220000.0,180000.0,200000.0,188041.0,SalarySuggestion,4.7,RoleReviewStats,,,
773,trainer-and-assessor,trainer-and-assessor,trainer-and-assessor,Trainer and Assessor,,,education-training,Australia,55000.0,115000.0,75000.0,95000.0,84499.0,SalarySuggestion,4.3,RoleReviewStats,7.4,Growth,
774,library-assistant,library-assistant,library-assistant,Library Assistant,,,education-training,Australia,50000.0,80000.0,60000.0,70000.0,64305.0,SalarySuggestion,4.4,RoleReviewStats,10.0,Growth,
775,trainer,trainer,trainer,Trainer,,,education-training,Australia,65000.0,125000.0,85000.0,105000.0,92500.0,SalarySuggestion,4.2,RoleReviewStats,11.3,Growth,
776,teacher,teacher,teacher,Teacher,,,education-training,Australia,90000.0,105000.0,95000.0,100000.0,96312.0,SalarySuggestion,3.7,RoleReviewStats,9.4,Growth,
777,Student-Support-Officer,Student-Support-Officer,Student-Support-Officer,Student Support Officer,,,education-training,Australia,35000.0,95000.0,55000.0,75000.0,67500.0,SalarySuggestion,3.6,RoleReviewStats,,,
778,research-fellow,research-fellow,research-fellow,Research Fellow,,,education-training,Australia,80000.0,140000.0,100000.0,120000.0,115500.0,SalarySuggestion,3.8,RoleReviewStats,11.0,Growth,
779,health-worker,health-worker,health-worker,Health Worker,,,education-training,Australia,50000.0,95000.0,65000.0,80000.0,73480.0,SalarySuggestion,5.0,RoleReviewStats,,,
780,library-manager,library-manager,library-manager,Library Manager,,,education-training,,,,,,,,3.0,RoleReviewStats,,,
781,dean,dean,dean,Dean,,,education-training,Australia,120000.0,180000.0,140000.0,160000.0,150000.0,SalarySuggestion,,,,,
782,information-specialist,information-specialist,information-specialist,Information Specialist,,,education-training,Australia,70000.0,130000.0,90000.0,110000.0,100659.0,SalarySuggestion,,,,,
783,centre-manager,centre-manager,centre-manager,Centre Manager,,,education-training,Australia,75000.0,135000.0,95000.0,115000.0,102500.0,SalarySuggestion,4.1,RoleReviewStats,21.8,Growth,
784,education-officer,education-officer,education-officer,Education Officer,,,education-training,Australia,65000.0,95000.0,75000.0,85000.0,82000.0,SalarySuggestion,4.3,RoleReviewStats,,,
785,child-safety-officer,child-safety-officer,child-safety-officer,Child Safety Officer,,,education-training,Australia,80000.0,95000.0,85000.0,90000.0,88750.0,SalarySuggestion,4.0,RoleReviewStats,,,
786,enrolments-officer,enrolments-officer,enrolments-officer,Enrolments Officer,,,education-training,Australia,65000.0,80000.0,70000.0,75000.0,73680.0,SalarySuggestion,3.5,RoleReviewStats,,,
787,training-manager,training-manager,training-manager,Training Manager,,,education-training,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,4.3,RoleReviewStats,,,
788,house-officer,house-officer,house-officer,House Officer,,,education-training,,,,,,,,,,,,
789,research-associate,research-associate,research-associate,Research Associate,,,education-training,Australia,75000.0,135000.0,95000.0,115000.0,104000.0,SalarySuggestion,4.3,RoleReviewStats,,,
790,wellbeing-officer,wellbeing-officer,wellbeing-officer,Wellbeing Officer,,,education-training,Australia,70000.0,100000.0,80000.0,90000.0,80378.0,SalarySuggestion,,,,,
791,school-manager,school-manager,school-manager,School Manager,,,education-training,Australia,90000.0,150000.0,110000.0,130000.0,121149.0,SalarySuggestion,3.5,RoleReviewStats,,,
792,learning-adviser,learning-adviser,learning-adviser,Learning Adviser,,,education-training,Australia,65000.0,125000.0,85000.0,105000.0,97500.0,SalarySuggestion,2.0,RoleReviewStats,,,
793,chaplain,chaplain,chaplain,Chaplain,,,education-training,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,4.8,RoleReviewStats,1.4,Growth,
794,learning-specialist,learning-specialist,learning-specialist,Learning Specialist,,,education-training,Australia,85000.0,115000.0,95000.0,105000.0,98864.0,SalarySuggestion,1.0,RoleReviewStats,,,
795,training-specialist,training-specialist,training-specialist,Training Specialist,,,education-training,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,4.7,RoleReviewStats,,,
796,learning-consultant,learning-consultant,learning-consultant,Learning Consultant,,,education-training,Australia,60000.0,120000.0,80000.0,100000.0,91250.0,SalarySuggestion,4.0,RoleReviewStats,,,
797,placement-coordinator,placement-coordinator,placement-coordinator,Placement Coordinator,,,education-training,Australia,60000.0,105000.0,75000.0,90000.0,81884.0,SalarySuggestion,4.0,RoleReviewStats,,,
798,advocacy-officer,advocacy-officer,advocacy-officer,Advocacy Officer,,,education-training,Australia,65000.0,95000.0,75000.0,85000.0,79500.0,SalarySuggestion,,,,,
799,attendance-officer,attendance-officer,attendance-officer,Attendance Officer,,,education-training,,,,,,,,,,,,
800,training-supervisor,training-supervisor,training-supervisor,Training Supervisor,,,education-training,Australia,70000.0,130000.0,90000.0,110000.0,102342.0,SalarySuggestion,,,,,
801,careers-consultant,careers-consultant,careers-consultant,Careers Consultant,,,education-training,Australia,45000.0,105000.0,65000.0,85000.0,75000.0,SalarySuggestion,3.8,RoleReviewStats,,,
802,development-executive,development-executive,development-executive,Development Executive,,,education-training,Australia,55000.0,115000.0,75000.0,95000.0,87943.0,SalarySuggestion,,,,,
803,speech-therapist,speech-therapist,speech-therapist,Speech Therapist,,,education-training,Australia,65000.0,125000.0,85000.0,105000.0,97499.0,SalarySuggestion,,,34.7,Growth,
804,education-manager,education-manager,education-manager,Education Manager,,,education-training,Australia,90000.0,150000.0,110000.0,130000.0,122250.0,SalarySuggestion,3.5,RoleReviewStats,,,
805,coordinator,coordinator,coordinator,Coordinator,,,education-training,Australia,65000.0,125000.0,85000.0,105000.0,92500.0,SalarySuggestion,4.2,RoleReviewStats,,,
806,outreach-officer,outreach-officer,outreach-officer,Outreach Officer,,,education-training,Australia,70000.0,115000.0,85000.0,100000.0,90468.0,SalarySuggestion,5.0,RoleReviewStats,,,
807,instructional-designer,instructional-designer,instructional-designer,Instructional Designer,,,education-training,Australia,80000.0,125000.0,95000.0,110000.0,100000.0,SalarySuggestion,4.1,RoleReviewStats,21.7,Growth,
808,research-specialist,research-specialist,research-specialist,Research Specialist,,,education-training,Australia,80000.0,125000.0,95000.0,110000.0,97750.0,SalarySuggestion,,,,,
809,review-officer,review-officer,review-officer,Review Officer,,,education-training,Australia,70000.0,100000.0,80000.0,90000.0,83000.0,SalarySuggestion,4.5,RoleReviewStats,,,
810,director,director,director,Director,,,education-training,Australia,140000.0,200000.0,160000.0,180000.0,170592.0,SalarySuggestion,4.3,RoleReviewStats,4.6,Growth,
811,development-advisor,development-advisor,development-advisor,Development Advisor,,,education-training,Australia,70000.0,130000.0,90000.0,110000.0,95000.0,SalarySuggestion,,,,,
812,alliance-manager,alliance-manager,alliance-manager,Alliance Manager,,,education-training,Australia,100000.0,160000.0,120000.0,140000.0,129999.0,SalarySuggestion,,,,,
813,school-counsellor,school-counsellor,school-counsellor,School Counsellor,,,education-training,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,4.7,RoleReviewStats,,,
814,centre-coordinator,centre-coordinator,centre-coordinator,Centre Coordinator,,,education-training,Australia,70000.0,100000.0,80000.0,90000.0,87500.0,SalarySuggestion,4.0,RoleReviewStats,,,
815,training-officer,training-officer,training-officer,Training Officer,,,education-training,Australia,65000.0,125000.0,85000.0,105000.0,94344.0,SalarySuggestion,4.3,RoleReviewStats,,,
816,training-coordinator,training-coordinator,training-coordinator,Training Coordinator,,,education-training,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,3.9,RoleReviewStats,,,
817,resource-officer,resource-officer,resource-officer,Resource Officer,,,education-training,Australia,55000.0,115000.0,75000.0,95000.0,83845.0,SalarySuggestion,,,,,
818,driving-instructor,driving-instructor,driving-instructor,Driving Instructor ,,,education-training,Australia,45000.0,105000.0,65000.0,85000.0,74000.0,SalarySuggestion,4.3,RoleReviewStats,8.7,Growth,
819,research-officer,research-officer,research-officer,Research Officer,,,education-training,Australia,70000.0,115000.0,85000.0,100000.0,92500.0,SalarySuggestion,3.8,RoleReviewStats,,,
820,research-director,research-director,research-director,Research Director,,,education-training,Australia,140000.0,200000.0,160000.0,180000.0,170000.0,SalarySuggestion,4.0,RoleReviewStats,23.8,Growth,
821,field-officer,field-officer,field-officer,Field Officer,,,education-training,Australia,50000.0,95000.0,65000.0,80000.0,74024.0,SalarySuggestion,4.3,RoleReviewStats,,,
822,technology-officer,technology-officer,technology-officer,Technology Officer,,,education-training,Australia,70000.0,100000.0,80000.0,90000.0,80000.0,SalarySuggestion,5.0,RoleReviewStats,,,
823,school-nurse,school-nurse,school-nurse,School Nurse,,,education-training,Australia,65000.0,110000.0,80000.0,95000.0,82500.0,SalarySuggestion,3.8,RoleReviewStats,,,
824,research-assistant,research-assistant,research-assistant,Research Assistant,,,education-training,Australia,55000.0,100000.0,70000.0,85000.0,76742.0,SalarySuggestion,4.0,RoleReviewStats,,,
825,business-manager,business-manager,business-manager,Business Manager,,,education-training,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,4.1,RoleReviewStats,9.2,Growth,
826,researcher,researcher,researcher,Researcher,,,education-training,Australia,65000.0,125000.0,85000.0,105000.0,93947.0,SalarySuggestion,4.0,RoleReviewStats,11.0,Growth,
827,transition-officer,transition-officer,transition-officer,Transition Officer,,,education-training,Australia,65000.0,95000.0,75000.0,85000.0,84923.0,SalarySuggestion,,,,,
828,assessment-manager,assessment-manager,assessment-manager,Assessment Manager,,,education-training,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,,,,,
829,health-practitioner,health-practitioner,health-practitioner,Health Practitioner,,,education-training,Australia,60000.0,105000.0,75000.0,90000.0,86409.0,SalarySuggestion,,,,,
830,technology-specialist,technology-specialist,technology-specialist,Technology Specialist,,,education-training,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,3.0,RoleReviewStats,,,
831,behaviour-specialist,behaviour-specialist,behaviour-specialist,Behaviour Specialist,,,education-training,Australia,75000.0,90000.0,80000.0,85000.0,80000.0,SalarySuggestion,,,13.3,Growth,
832,aerospace-engineer,aerospace-engineer,aerospace-engineer,Aerospace Engineer,,,engineering,Australia,110000.0,170000.0,130000.0,150000.0,137500.0,SalarySuggestion,,,8.4,Growth,
833,forensic-engineer,forensic-engineer,forensic-engineer,Forensic Engineer,,,engineering,Australia,85000.0,130000.0,100000.0,115000.0,105000.0,SalarySuggestion,,,,,
834,requirements-engineer,requirements-engineer,requirements-engineer,Requirements Engineer,,,engineering,Australia,95000.0,155000.0,115000.0,135000.0,125600.0,SalarySuggestion,,,,,
835,protection-engineer,protection-engineer,protection-engineer,Protection Engineer,,,engineering,Australia,125000.0,185000.0,145000.0,165000.0,155000.0,SalarySuggestion,4.0,RoleReviewStats,,,
836,electronics-engineer,electronics-engineer,electronics-engineer,Electronics Engineer,,,engineering,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,4.8,RoleReviewStats,2.2,Growth,
837,structural-engineer,structural-engineer,structural-engineer,Structural Engineer,,,engineering,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,3.8,RoleReviewStats,13.4,Growth,
838,facade-engineer,facade-engineer,facade-engineer,Facade Engineer,,,engineering,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,4.7,RoleReviewStats,,,
839,engineering-consultant,engineering-consultant,engineering-consultant,Engineering Consultant,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,4.4,RoleReviewStats,,,
840,civil-designer,civil-designer,civil-designer,Civil Designer,,,engineering,Australia,70000.0,130000.0,90000.0,110000.0,100500.0,SalarySuggestion,3.9,RoleReviewStats,1.0,Growth,
841,fire-engineer,fire-engineer,fire-engineer,Fire Engineer,,,engineering,Australia,90000.0,135000.0,105000.0,120000.0,105000.0,SalarySuggestion,3.5,RoleReviewStats,,,
842,industrial-engineer,industrial-engineer,industrial-engineer,Industrial Engineer,,,engineering,Australia,75000.0,135000.0,95000.0,115000.0,104999.0,SalarySuggestion,4.5,RoleReviewStats,,,
843,civil-engineer,civil-engineer,civil-engineer,Civil Engineer,,,engineering,Australia,70000.0,130000.0,90000.0,110000.0,100499.0,SalarySuggestion,3.8,RoleReviewStats,13.4,Growth,
844,specialist-representative,specialist-representative,specialist-representative,Specialist Representative,,,engineering,Australia,85000.0,130000.0,100000.0,115000.0,108749.0,SalarySuggestion,,,,,
845,chemical-engineer,chemical-engineer,chemical-engineer,Chemical Engineer,,,engineering,Australia,65000.0,125000.0,85000.0,105000.0,92500.0,SalarySuggestion,3.2,RoleReviewStats,7.7,Growth,
846,works-engineer,works-engineer,works-engineer,Works Engineer,,,engineering,Australia,90000.0,135000.0,105000.0,120000.0,109999.0,SalarySuggestion,,,,,
847,signalling-engineer,signalling-engineer,signalling-engineer,Signalling Engineer,,,engineering,Australia,120000.0,180000.0,140000.0,160000.0,149600.0,SalarySuggestion,5.0,RoleReviewStats,,,
848,assurance-engineer,assurance-engineer,assurance-engineer,Assurance Engineer,,,engineering,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,,,,,
849,environmental-engineer,environmental-engineer,environmental-engineer,Environmental Engineer,,,engineering,Australia,65000.0,125000.0,85000.0,105000.0,93750.0,SalarySuggestion,4.5,RoleReviewStats,,,
850,robotics-engineer,robotics-engineer,robotics-engineer,Robotics Engineer,,,engineering,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,5.0,RoleReviewStats,5.5,Growth,
851,mechanical-engineer,mechanical-engineer,mechanical-engineer,Mechanical Engineer,,,engineering,Australia,75000.0,135000.0,95000.0,115000.0,106750.0,SalarySuggestion,3.9,RoleReviewStats,3.1,Growth,
852,electrical-engineer,electrical-engineer,electrical-engineer,Electrical Engineer,,,engineering,Australia,90000.0,150000.0,110000.0,130000.0,120000.0,SalarySuggestion,4.1,RoleReviewStats,9.5,Growth,
853,aircraft-maintenance-engineer,aircraft-maintenance-engineer,aircraft-maintenance-engineer,Aircraft Maintenance Engineer,,,engineering,Australia,60000.0,120000.0,80000.0,100000.0,92499.0,SalarySuggestion,3.8,RoleReviewStats,16.7,Growth,
854,stormwater-engineer,stormwater-engineer,stormwater-engineer,Stormwater Engineer,,,engineering,Australia,75000.0,120000.0,90000.0,105000.0,100000.0,SalarySuggestion,,,,,
855,controls-engineer,controls-engineer,controls-engineer,Controls Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,107500.0,SalarySuggestion,2.0,RoleReviewStats,,,
856,design-technician,design-technician,design-technician,Design Technician,,,engineering,Australia,55000.0,115000.0,75000.0,95000.0,82500.0,SalarySuggestion,3.0,RoleReviewStats,,,
857,hydrologist,hydrologist,hydrologist,Hydrologist,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,,,,,
858,maritime-engineer,maritime-engineer,maritime-engineer,Maritime Engineer,,,engineering,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,4.6,RoleReviewStats,,,
859,maintenance-engineer,maintenance-engineer,maintenance-engineer,Maintenance Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,4.3,RoleReviewStats,,,
860,project-engineer,project-engineer,project-engineer,Project Engineer,,,engineering,Australia,100000.0,160000.0,120000.0,140000.0,130000.0,SalarySuggestion,4.0,RoleReviewStats,10.5,Growth,
861,drainage-engineer,drainage-engineer,drainage-engineer,Drainage Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,,,,,
862,mechatronics-engineer,mechatronics-engineer,mechatronics-engineer,Mechatronics Engineer,,,engineering,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,4.3,RoleReviewStats,8.4,Growth,
863,instrumentation-engineer,instrumentation-engineer,instrumentation-engineer,Instrumentation Engineer,,,engineering,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,4.0,RoleReviewStats,,,
864,process-engineer,process-engineer,process-engineer,Process Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,111250.0,SalarySuggestion,3.9,RoleReviewStats,,,
865,engineering-officer,engineering-officer,engineering-officer,Engineering Officer,,,engineering,Australia,70000.0,130000.0,90000.0,110000.0,99500.0,SalarySuggestion,,,,,
866,water-engineer,water-engineer,water-engineer,Water Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,112000.0,SalarySuggestion,4.3,RoleReviewStats,,,
867,equipment-manager,equipment-manager,equipment-manager,Equipment Manager,,,engineering,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,5.0,RoleReviewStats,,,
868,design-engineer,design-engineer,design-engineer,Design Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,3.9,RoleReviewStats,10.1,Growth,
869,construction-engineer,construction-engineer,construction-engineer,Construction Engineer,,,engineering,Australia,85000.0,145000.0,105000.0,125000.0,116250.0,SalarySuggestion,,,,,
870,hardware-engineer,hardware-engineer,hardware-engineer,Hardware Engineer,,,engineering,Australia,100000.0,160000.0,120000.0,140000.0,129999.0,SalarySuggestion,,,,,
871,development-engineer,development-engineer,development-engineer,Development Engineer,,,engineering,Australia,85000.0,145000.0,105000.0,125000.0,112591.0,SalarySuggestion,4.0,RoleReviewStats,,,
872,site-engineer,site-engineer,site-engineer,Site Engineer,,,engineering,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,4.0,RoleReviewStats,10.2,Growth,
873,track-engineer,track-engineer,track-engineer,Track Engineer,,,engineering,Australia,115000.0,175000.0,135000.0,155000.0,145000.0,SalarySuggestion,,,,,
874,applications-engineer,applications-engineer,applications-engineer,Applications Engineer,,,engineering,Australia,85000.0,130000.0,100000.0,115000.0,108250.0,SalarySuggestion,4.2,RoleReviewStats,,,
875,engineering-manager,engineering-manager,engineering-manager,Engineering Manager,,,engineering,Australia,140000.0,200000.0,160000.0,180000.0,170000.0,SalarySuggestion,3.9,RoleReviewStats,11.7,Growth,
876,asset-engineer,asset-engineer,asset-engineer,Asset Engineer,,,engineering,Australia,130000.0,190000.0,150000.0,170000.0,160000.0,SalarySuggestion,4.0,RoleReviewStats,10.5,Growth,
877,management-engineer,management-engineer,management-engineer,Management Engineer,,,engineering,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,,,,,
