,id,role_id,alias,title,roleReviewStatistics,growth,industry,salarySuggestion.locationName,salarySuggestion.suggestion.min,salarySuggestion.suggestion.max,salarySuggestion.salary_min,salarySuggestion.salary_max,salarySuggestion.salary_median,salarySuggestion.__typename,roleReviewStatistics.jobSatisfaction,roleReviewStatistics.__typename,growth.value,growth.__typename,salarySuggestion
2250,channel-manager,channel-manager,channel-manager,Channel Manager,,,sales,Australia,100000.0,160000.0,120000.0,140000.0,125000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2251,business-development-representative,business-development-representative,business-development-representative,Business Development Representative,,,sales,Australia,55000.0,115000.0,75000.0,95000.0,85000.0,SalarySuggestion,3.5,RoleReviewStats,5.4,Growth,
2252,account-manager,account-manager,account-manager,Account Manager,,,sales,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,3.9,RoleReviewStats,5.4,Growth,
2253,sales-specialist,sales-specialist,sales-specialist,Sales Specialist,,,sales,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,4.5,RoleReviewStats,,,
2254,sales-manager,sales-manager,sales-manager,Sales Manager,,,sales,Australia,85000.0,145000.0,105000.0,125000.0,112777.0,SalarySuggestion,4.1,RoleReviewStats,5.4,Growth,
2255,sales-team-leader,sales-team-leader,sales-team-leader,Sales Team Leader,,,sales,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,3.9,RoleReviewStats,,,
2256,business-development-executive,business-development-executive,business-development-executive,Business Development Executive,,,sales,Australia,60000.0,105000.0,75000.0,90000.0,80000.0,SalarySuggestion,4.6,RoleReviewStats,5.4,Growth,
2257,customer-success-manager,customer-success-manager,customer-success-manager,Customer Success Manager,,,sales,Australia,70000.0,130000.0,90000.0,110000.0,95000.0,SalarySuggestion,3.7,RoleReviewStats,,,
2258,inside-sales-representative,inside-sales-representative,inside-sales-representative,Inside Sales Representative,,,sales,Australia,65000.0,80000.0,70000.0,75000.0,70000.0,SalarySuggestion,3.5,RoleReviewStats,,,
2259,sales-executive,sales-executive,sales-executive,Sales Executive,,,sales,Australia,55000.0,115000.0,75000.0,95000.0,82500.0,SalarySuggestion,3.9,RoleReviewStats,5.4,Growth,
2260,partnerships-manager,partnerships-manager,partnerships-manager,Partnerships Manager,,,sales,Australia,85000.0,145000.0,105000.0,125000.0,112500.0,SalarySuggestion,3.9,RoleReviewStats,,,
2261,campaign-executive,campaign-executive,campaign-executive,Campaign Executive,,,sales,Australia,45000.0,90000.0,60000.0,75000.0,62500.0,SalarySuggestion,,,11.4,Growth,
2262,success-manager,success-manager,success-manager,Success Manager,,,sales,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,5.0,RoleReviewStats,,,
2263,proposal-manager,proposal-manager,proposal-manager,Proposal Manager,,,sales,Australia,100000.0,160000.0,120000.0,140000.0,130000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2264,business-activity-statement-agent,business-activity-statement-agent,business-activity-statement-agent,Business Activity Statement Agent,,,sales,,,,,,,,5.0,RoleReviewStats,,,
2265,showroom-consultant,showroom-consultant,showroom-consultant,Showroom Consultant,,,sales,Australia,50000.0,80000.0,60000.0,70000.0,62500.0,SalarySuggestion,4.0,RoleReviewStats,,,
2266,account-executive,account-executive,account-executive,Account Executive,,,sales,Australia,65000.0,125000.0,85000.0,105000.0,95000.0,SalarySuggestion,3.7,RoleReviewStats,11.4,Growth,
2267,sales-engineer,sales-engineer,sales-engineer,Sales Engineer,,,sales,Australia,75000.0,135000.0,95000.0,115000.0,105000.0,SalarySuggestion,4.3,RoleReviewStats,,,
2268,business-specialist,business-specialist,business-specialist,Business Specialist,,,sales,Australia,90000.0,135000.0,105000.0,120000.0,110000.0,SalarySuggestion,5.0,RoleReviewStats,,,
2269,management-associate,management-associate,management-associate,Management Associate,,,sales,Australia,55000.0,115000.0,75000.0,95000.0,83749.0,SalarySuggestion,,,,,
2270,solutions-specialist,solutions-specialist,solutions-specialist,Solutions Specialist,,,sales,Australia,80000.0,140000.0,100000.0,120000.0,110000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2271,brand-ambassador,brand-ambassador,brand-ambassador,Brand Ambassador,,,sales,Australia,35000.0,95000.0,55000.0,75000.0,67499.0,SalarySuggestion,3.9,RoleReviewStats,,,
2272,account-specialist,account-specialist,account-specialist,Account Specialist,,,sales,Australia,60000.0,120000.0,80000.0,100000.0,87500.0,SalarySuggestion,5.0,RoleReviewStats,,,
2273,sales-supervisor,sales-supervisor,sales-supervisor,Sales Supervisor,,,sales,Australia,60000.0,120000.0,80000.0,100000.0,87500.0,SalarySuggestion,3.0,RoleReviewStats,,,
2274,relationship-manager,relationship-manager,relationship-manager,Relationship Manager,,,sales,Australia,70000.0,130000.0,90000.0,110000.0,97500.0,SalarySuggestion,4.1,RoleReviewStats,,,
2275,partnerships-executive,partnerships-executive,partnerships-executive,Partnerships Executive,,,sales,Australia,55000.0,100000.0,70000.0,85000.0,76499.0,SalarySuggestion,,,,,
2276,supply-chain-consultant,supply-chain-consultant,supply-chain-consultant,Supply Chain Consultant,,,sales,,,,,,,,,,,,
2277,bid-manager,bid-manager,bid-manager,Bid Manager,,,sales,Australia,115000.0,175000.0,135000.0,155000.0,145000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2278,finance-consultant,finance-consultant,finance-consultant,Finance Consultant,,,sales,Australia,90000.0,150000.0,110000.0,130000.0,120000.0,SalarySuggestion,3.5,RoleReviewStats,,,
2279,tender-manager,tender-manager,tender-manager,Tender Manager,,,sales,Australia,100000.0,145000.0,115000.0,130000.0,125000.0,SalarySuggestion,5.0,RoleReviewStats,,,
2280,sales-and-service-manager,sales-and-service-manager,sales-and-service-manager,Sales and Service Manager,,,sales,Australia,65000.0,125000.0,85000.0,105000.0,94999.0,SalarySuggestion,,,,,
2281,sales-support-specialist,sales-support-specialist,sales-support-specialist,Sales Support Specialist,,,sales,Australia,50000.0,95000.0,65000.0,80000.0,72499.0,SalarySuggestion,,,,,
2282,growth-manager,growth-manager,growth-manager,Growth Manager,,,sales,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,4.0,RoleReviewStats,5.4,Growth,
2283,pricing-officer,pricing-officer,pricing-officer,Pricing Officer,,,sales,Australia,45000.0,105000.0,65000.0,85000.0,73749.0,SalarySuggestion,,,5.4,Growth,
2284,state-manager,state-manager,state-manager,State Manager,,,sales,Australia,100000.0,160000.0,120000.0,140000.0,130000.0,SalarySuggestion,3.9,RoleReviewStats,,,
2285,call-centre-sales-representative,call-centre-sales-representative,call-centre-sales-representative,Contact Center Sales Representative,,,sales,Australia,40000.0,85000.0,55000.0,70000.0,65000.0,SalarySuggestion,3.8,RoleReviewStats,,,
2286,vendor-manager,vendor-manager,vendor-manager,Vendor Manager,,,sales,Australia,100000.0,160000.0,120000.0,140000.0,128500.0,SalarySuggestion,5.0,RoleReviewStats,,,
2287,customer-realtionship-management-consultant,customer-realtionship-management-consultant,customer-realtionship-management-consultant,Customer Relationship Management Consultant,,,sales,Australia,80000.0,140000.0,100000.0,120000.0,109000.0,SalarySuggestion,4.0,RoleReviewStats,7.3,Growth,
2288,production-specialist,production-specialist,production-specialist,Production Specialist,,,sales,,,,,,,,4.5,RoleReviewStats,,,
2289,development-specialist,development-specialist,development-specialist,Development Specialist,,,sales,Australia,65000.0,125000.0,85000.0,105000.0,93500.0,SalarySuggestion,,,5.4,Growth,
2290,district-manager,district-manager,district-manager,District Manager,,,sales,Australia,115000.0,160000.0,130000.0,145000.0,130000.0,SalarySuggestion,3.0,RoleReviewStats,,,
2291,promotions-manager,promotions-manager,promotions-manager,Promotions Manager,,,sales,Australia,65000.0,125000.0,85000.0,105000.0,97499.0,SalarySuggestion,3.0,RoleReviewStats,,,
2292,account-director,account-director,account-director,Account Director,,,sales,Australia,85000.0,145000.0,105000.0,125000.0,110000.0,SalarySuggestion,,,5.4,Growth,
2293,finance-specialist,finance-specialist,finance-specialist,Finance Specialist,,,sales,Australia,70000.0,130000.0,90000.0,110000.0,99999.0,SalarySuggestion,1.0,RoleReviewStats,,,
2294,retention-coordinator,retention-coordinator,retention-coordinator,Retention Coordinator,,,sales,Australia,55000.0,85000.0,65000.0,75000.0,75000.0,SalarySuggestion,,,,,
2295,account-coordinator,account-coordinator,account-coordinator,Account Coordinator,,,sales,Australia,45000.0,90000.0,60000.0,75000.0,70000.0,SalarySuggestion,4.5,RoleReviewStats,,,
2296,pricing-manager,pricing-manager,pricing-manager,Pricing Manager,,,sales,Australia,115000.0,175000.0,135000.0,155000.0,143000.0,SalarySuggestion,4.0,RoleReviewStats,4.4,Growth,
2297,client-manager,client-manager,client-manager,Client Manager,,,sales,Australia,85000.0,145000.0,105000.0,125000.0,115000.0,SalarySuggestion,3.3,RoleReviewStats,,,
2298,partnerships-coordinator,partnerships-coordinator,partnerships-coordinator,Partnerships Coordinator,,,sales,Australia,45000.0,105000.0,65000.0,85000.0,74999.0,SalarySuggestion,2.0,RoleReviewStats,,,
2299,embryologist,embryologist,embryologist,Embryologist,,,science-technology,Australia,75000.0,105000.0,85000.0,95000.0,90000.0,SalarySuggestion,4.5,RoleReviewStats,5.6,Growth,
2300,meteorologist,meteorologist,meteorologist,Meteorologist,,,science-technology,,,,,,,,4.5,RoleReviewStats,2.7,Growth,
2301,forester,forester,forester,Forester,,,science-technology,Australia,75000.0,105000.0,85000.0,95000.0,86500.0,SalarySuggestion,,,1.8,Growth,
2302,mathematician,mathematician,mathematician,Mathematician,,,science-technology,Australia,60000.0,120000.0,80000.0,100000.0,87500.0,SalarySuggestion,,,11.0,Growth,
2303,certification-officer,certification-officer,certification-officer,Certification Officer,,,science-technology,Australia,55000.0,70000.0,60000.0,65000.0,60000.0,SalarySuggestion,,,,,
2304,geographic-information-system-officer,geographic-information-system-officer,geographic-information-system-officer,Geographic Information System Officer,,,science-technology,Australia,75000.0,90000.0,80000.0,85000.0,81898.0,SalarySuggestion,5.0,RoleReviewStats,,,
2305,statistician,statistician,statistician,Statistician,,,science-technology,Australia,60000.0,120000.0,80000.0,100000.0,92499.0,SalarySuggestion,4.3,RoleReviewStats,11.0,Growth,
2306,modeller,modeller,modeller,Modeller,,,science-technology,Australia,90000.0,150000.0,110000.0,130000.0,119380.0,SalarySuggestion,,,11.0,Growth,
2307,chemist,chemist,chemist,Chemist,,,science-technology,Australia,65000.0,95000.0,75000.0,85000.0,79250.0,SalarySuggestion,3.8,RoleReviewStats,0.4,Growth,
2308,food-technologist,food-technologist,food-technologist,Food Technologist,,,science-technology,Australia,50000.0,95000.0,65000.0,80000.0,72500.0,SalarySuggestion,3.6,RoleReviewStats,0.4,Growth,
2309,laboratory-scientist,laboratory-scientist,laboratory-scientist,Laboratory Scientist,,,science-technology,Australia,65000.0,80000.0,70000.0,75000.0,70000.0,SalarySuggestion,5.0,RoleReviewStats,,,
2310,microbiologist,microbiologist,microbiologist,Microbiologist,,,science-technology,Australia,50000.0,110000.0,70000.0,90000.0,77470.0,SalarySuggestion,4.0,RoleReviewStats,3.4,Growth,
2311,archaeologist,archaeologist,archaeologist,Archaeologist,,,science-technology,Australia,45000.0,105000.0,65000.0,85000.0,79999.0,SalarySuggestion,3.3,RoleReviewStats,18.9,Growth,
2312,ecologist,ecologist,ecologist,Ecologist,,,science-technology,Australia,70000.0,115000.0,85000.0,100000.0,95000.0,SalarySuggestion,3.5,RoleReviewStats,-2.1,Growth,
2313,environmental-scientist,environmental-scientist,environmental-scientist,Environmental Scientist,,,science-technology,Australia,65000.0,110000.0,80000.0,95000.0,85000.0,SalarySuggestion,4.5,RoleReviewStats,-2.1,Growth,
2314,marine-biologist,marine-biologist,marine-biologist,Marine Biologist,,,science-technology,,,,,,,,,,3.4,Growth,
2315,laboratory-analyst,laboratory-analyst,laboratory-analyst,Laboratory Analyst,,,science-technology,Australia,40000.0,100000.0,60000.0,80000.0,70000.0,SalarySuggestion,3.6,RoleReviewStats,,,
2316,strategic-analyst,strategic-analyst,strategic-analyst,Strategic Analyst,,,science-technology,Australia,95000.0,155000.0,115000.0,135000.0,125000.0,SalarySuggestion,,,,,
2317,laboratory-technician,laboratory-technician,laboratory-technician,Laboratory Technician,,,science-technology,Australia,50000.0,95000.0,65000.0,80000.0,69249.0,SalarySuggestion,3.6,RoleReviewStats,6.8,Growth,
2318,laboratory-supervisor,laboratory-supervisor,laboratory-supervisor,Laboratory Supervisor,,,science-technology,Australia,65000.0,125000.0,85000.0,105000.0,94999.0,SalarySuggestion,4.0,RoleReviewStats,,,
2319,technologist,technologist,technologist,Technologist,,,science-technology,Australia,65000.0,125000.0,85000.0,105000.0,93500.0,SalarySuggestion,3.7,RoleReviewStats,,,
2320,materials-engineer,materials-engineer,materials-engineer,Materials Engineer,,,science-technology,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,5.0,RoleReviewStats,7.7,Growth,
2321,testing-technician,testing-technician,testing-technician,Testing Technician,,,science-technology,Australia,55000.0,100000.0,70000.0,85000.0,75000.0,SalarySuggestion,4.3,RoleReviewStats,,,
2322,laboratory-assistant,laboratory-assistant,laboratory-assistant,Laboratory Assistant,,,science-technology,Australia,55000.0,70000.0,60000.0,65000.0,60941.0,SalarySuggestion,3.7,RoleReviewStats,,,
2323,animal-technician,animal-technician,animal-technician,Animal Technician,,,science-technology,Australia,45000.0,90000.0,60000.0,75000.0,65982.0,SalarySuggestion,3.9,RoleReviewStats,-4.9,Growth,
2324,bim-manager,bim-manager,bim-manager,Building Information Modelling Manager,,,science-technology,Australia,95000.0,155000.0,115000.0,135000.0,127499.0,SalarySuggestion,4.7,RoleReviewStats,,,
2325,technical-officer,technical-officer,technical-officer,Technical Officer,,,science-technology,Australia,65000.0,110000.0,80000.0,95000.0,85000.0,SalarySuggestion,3.7,RoleReviewStats,,,
2326,technical-assistant,technical-assistant,technical-assistant,Technical Assistant,,,science-technology,Australia,50000.0,95000.0,65000.0,80000.0,73791.0,SalarySuggestion,3.1,RoleReviewStats,,,
2327,botanist,botanist,botanist,Botanist,,,science-technology,Australia,70000.0,130000.0,90000.0,110000.0,99535.0,SalarySuggestion,5.0,RoleReviewStats,,,
2328,data-scientist,data-scientist,data-scientist,Data Scientist,,,science-technology,Australia,90000.0,150000.0,110000.0,130000.0,117969.0,SalarySuggestion,4.1,RoleReviewStats,11.0,Growth,
2329,extension-officer,extension-officer,extension-officer,Extension Officer,,,science-technology,Australia,55000.0,115000.0,75000.0,95000.0,84999.0,SalarySuggestion,5.0,RoleReviewStats,,,
2330,game-designer,game-designer,game-designer,Game Designer,,,science-technology,,,,,,,,3.0,RoleReviewStats,13.7,Growth,
2331,biostatistician,biostatistician,biostatistician,Biostatistician,,,science-technology,Australia,110000.0,140000.0,120000.0,130000.0,130000.0,SalarySuggestion,5.0,RoleReviewStats,11.0,Growth,
2332,scientist,scientist,scientist,Scientist,,,science-technology,Australia,70000.0,115000.0,85000.0,100000.0,95000.0,SalarySuggestion,4.1,RoleReviewStats,,,
2333,geophysicist,geophysicist,geophysicist,Geophysicist,,,science-technology,Australia,65000.0,125000.0,85000.0,105000.0,97687.0,SalarySuggestion,3.7,RoleReviewStats,-8.2,Growth,
2334,biomedical-engineer,biomedical-engineer,biomedical-engineer,Biomedical Engineer,,,science-technology,Australia,65000.0,110000.0,80000.0,95000.0,80000.0,SalarySuggestion,4.5,RoleReviewStats,8.4,Growth,
2335,environmental-consultant,environmental-consultant,environmental-consultant,Environmental Consultant,,,science-technology,Australia,70000.0,130000.0,90000.0,110000.0,97500.0,SalarySuggestion,4.7,RoleReviewStats,,,
2336,driving-instructor,driving-instructor,driving-instructor,Driving Instructor ,,,self-employment,Australia,45000.0,105000.0,65000.0,85000.0,74000.0,SalarySuggestion,4.3,RoleReviewStats,8.7,Growth,
2337,swimming-instructor,swimming-instructor,swimming-instructor,Swimming Instructor,,,sport-recreation,,,,,,,,4.3,RoleReviewStats,9.8,Growth,
2338,personal-trainer,personal-trainer,personal-trainer,Personal Trainer,,,sport-recreation,Australia,80000.0,95000.0,85000.0,90000.0,85000.0,SalarySuggestion,4.4,RoleReviewStats,9.8,Growth,
2339,participation-manager,participation-manager,participation-manager,Participation Manager,,,sport-recreation,Australia,105000.0,165000.0,125000.0,145000.0,135000.0,SalarySuggestion,,,,,
2340,fitness-instructor,fitness-instructor,fitness-instructor,Fitness Instructor,,,sport-recreation,,,,,,,,4.6,RoleReviewStats,9.8,Growth,
2341,pilates-instructor,pilates-instructor,pilates-instructor,Pilates Instructor,,,sport-recreation,,,,,,,,,,,,
2342,lifeguard,lifeguard,lifeguard,Lifeguard,,,sport-recreation,Australia,45000.0,75000.0,55000.0,65000.0,58250.0,SalarySuggestion,4.1,RoleReviewStats,2.7,Growth,
2343,club-manager,club-manager,club-manager,Club Manager,,,sport-recreation,Australia,55000.0,85000.0,65000.0,75000.0,67500.0,SalarySuggestion,4.0,RoleReviewStats,1.1,Growth,
2344,participation-officer,participation-officer,participation-officer,Participation Officer,,,sport-recreation,Australia,50000.0,110000.0,70000.0,90000.0,78818.0,SalarySuggestion,,,,,
2345,studio-manager,studio-manager,studio-manager,Studio Manager,,,sport-recreation,Australia,55000.0,100000.0,70000.0,85000.0,77500.0,SalarySuggestion,3.6,RoleReviewStats,7.3,Growth,
2346,coach,coach,coach,Coach,,,sport-recreation,Australia,70000.0,130000.0,90000.0,110000.0,100000.0,SalarySuggestion,4.1,RoleReviewStats,9.8,Growth,
2347,centre-supervisor,centre-supervisor,centre-supervisor,Centre Supervisor,,,sport-recreation,Australia,50000.0,110000.0,70000.0,90000.0,77000.0,SalarySuggestion,,,7.3,Growth,
2348,centre-coordinator,centre-coordinator,centre-coordinator,Centre Coordinator,,,sport-recreation,Australia,70000.0,100000.0,80000.0,90000.0,87500.0,SalarySuggestion,4.0,RoleReviewStats,,,
2349,activities-officer,activities-officer,activities-officer,Activities Officer,,,sport-recreation,Australia,65000.0,80000.0,70000.0,75000.0,70000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2350,pilot,pilot,pilot,Pilot,,,sport-recreation,Australia,85000.0,145000.0,105000.0,125000.0,114086.0,SalarySuggestion,3.7,RoleReviewStats,31.4,Growth,
2351,aftersales-manager,aftersales-manager,aftersales-manager,Aftersales Manager,,,trades-services,Australia,60000.0,120000.0,80000.0,100000.0,92499.0,SalarySuggestion,,,,,
2352,barber,barber,barber,Barber,,,trades-services,Australia,55000.0,85000.0,65000.0,75000.0,70000.0,SalarySuggestion,4.0,RoleReviewStats,9.6,Growth,
2353,colourist,colourist,colourist,Colourist,,,trades-services,Australia,25000.0,85000.0,45000.0,65000.0,57499.0,SalarySuggestion,,,,,
2354,crowd-controller,crowd-controller,crowd-controller,Crowd Controller,,,trades-services,,,,,,,,3.9,RoleReviewStats,,,
2355,dismantler,dismantler,dismantler,Dismantler,,,trades-services,,,,,,,,5.0,RoleReviewStats,,,
2356,gasfitter,gasfitter,gasfitter,Gasfitter,,,trades-services,Australia,80000.0,95000.0,85000.0,90000.0,87499.0,SalarySuggestion,4.0,RoleReviewStats,8.6,Growth,
2357,hairstylist,hairstylist,hairstylist,Hairstylist,,,trades-services,Australia,40000.0,70000.0,50000.0,60000.0,52499.0,SalarySuggestion,3.4,RoleReviewStats,9.6,Growth,
2358,master-technician,master-technician,master-technician,Master Technician,,,trades-services,Australia,65000.0,95000.0,75000.0,85000.0,80000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2359,nail-technician,nail-technician,nail-technician,Nail Technician,,,trades-services,,,,,,,,3.9,RoleReviewStats,12.2,Growth,
2360,panelbeater,panelbeater,panelbeater,Panelbeater,,,trades-services,Australia,70000.0,115000.0,85000.0,100000.0,94999.0,SalarySuggestion,3.6,RoleReviewStats,10.6,Growth,
2361,prepress-operator,prepress-operator,prepress-operator,Prepress Operator,,,trades-services,Australia,60000.0,75000.0,65000.0,70000.0,67875.0,SalarySuggestion,4.5,RoleReviewStats,,,
2362,signwriter,signwriter,signwriter,Signwriter,,,trades-services,Australia,45000.0,90000.0,60000.0,75000.0,67500.0,SalarySuggestion,3.8,RoleReviewStats,,,
2363,motor-trimmer,motor-trimmer,motor-trimmer,Motor Trimmer,,,trades-services,,,,,,,,4.0,RoleReviewStats,0.4,Growth,
2364,wheel-alignment-technician,wheel-alignment-technician,wheel-alignment-technician,Wheel Alignment Technician,,,trades-services,Australia,50000.0,65000.0,55000.0,60000.0,57499.0,SalarySuggestion,3.3,RoleReviewStats,,,
2365,service-adviser,service-adviser,service-adviser,Service Adviser,,,trades-services,Australia,50000.0,95000.0,65000.0,80000.0,70000.0,SalarySuggestion,3.2,RoleReviewStats,,,
2366,screenprinter,screenprinter,screenprinter,Screenprinter,,,trades-services,Australia,50000.0,65000.0,55000.0,60000.0,59999.0,SalarySuggestion,3.0,RoleReviewStats,0.2,Growth,
2367,motor-technician,motor-technician,motor-technician,Motor Technician,,,trades-services,Australia,20000.0,80000.0,40000.0,60000.0,50000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2368,industrial-spraypainter,industrial-spraypainter,industrial-spraypainter,Industrial Spraypainter,,,trades-services,Australia,55000.0,100000.0,70000.0,85000.0,70000.0,SalarySuggestion,4.0,RoleReviewStats,,,
2369,boner,boner,boner,Boner,,,trades-services,Australia,50000.0,95000.0,65000.0,80000.0,72500.0,SalarySuggestion,3.0,RoleReviewStats,,,
2370,butcher-manager,butcher-manager,butcher-manager,Butcher Manager,,,trades-services,Australia,60000.0,105000.0,75000.0,90000.0,82499.0,SalarySuggestion,4.0,RoleReviewStats,,,
2371,solid-plasterer,solid-plasterer,solid-plasterer,Solid Plasterer,,,trades-services,Australia,50000.0,110000.0,70000.0,90000.0,77500.0,SalarySuggestion,3.8,RoleReviewStats,,,
2372,chiller-technician,chiller-technician,chiller-technician,Chiller Technician,,,trades-services,,,,,,,,5.0,RoleReviewStats,,,
2373,tinter,tinter,tinter,Tinter,,,trades-services,Australia,40000.0,85000.0,55000.0,70000.0,63750.0,SalarySuggestion,,,,,
2374,diagnostic-technician,diagnostic-technician,diagnostic-technician,Diagnostic Technician,,,trades-services,Australia,50000.0,95000.0,65000.0,80000.0,74999.0,SalarySuggestion,3.0,RoleReviewStats,,,
2375,decorator,decorator,decorator,Decorator,,,trades-services,,,,,,,,4.5,RoleReviewStats,5.2,Growth,
2376,builder,builder,builder,Builder,,,trades-services,Australia,60000.0,105000.0,75000.0,90000.0,83559.0,SalarySuggestion,4.1,RoleReviewStats,1.6,Growth,
2377,air-conditioning-and-refrigeration-technician,air-conditioning-and-refrigeration-technician,air-conditioning-and-refrigeration-technician,Air Conditioning and Refrigeration Technician,,,trades-services,Australia,75000.0,120000.0,90000.0,105000.0,96249.0,SalarySuggestion,4.5,RoleReviewStats,4.0,Growth,
2378,parts-adviser,parts-adviser,parts-adviser,Parts Adviser,,,trades-services,Australia,45000.0,90000.0,60000.0,75000.0,67500.0,SalarySuggestion,4.5,RoleReviewStats,,,
2379,cabinetmaker,cabinetmaker,cabinetmaker,Cabinet Maker,,,trades-services,Australia,40000.0,100000.0,60000.0,80000.0,68749.0,SalarySuggestion,3.7,RoleReviewStats,4.7,Growth,
2380,hairdresser,hairdresser,hairdresser,Hairdresser,,,trades-services,Australia,15000.0,75000.0,35000.0,55000.0,45000.0,SalarySuggestion,3.7,RoleReviewStats,9.6,Growth,
2381,beauty-therapist,beauty-therapist,beauty-therapist,Beauty Therapist,,,trades-services,Australia,55000.0,85000.0,65000.0,75000.0,67500.0,SalarySuggestion,3.9,RoleReviewStats,12.2,Growth,
2382,appliance-technician,appliance-technician,appliance-technician,Appliance Technician,,,trades-services,Australia,65000.0,95000.0,75000.0,85000.0,77500.0,SalarySuggestion,3.0,RoleReviewStats,,,
2383,forklift-technician,forklift-technician,forklift-technician,Forklift Technician,,,trades-services,,,,,,,,4.0,RoleReviewStats,,,
2384,pool-and-spa-technician,pool-and-spa-technician,pool-and-spa-technician,Pool and Spa Technician,,,trades-services,Australia,55000.0,70000.0,60000.0,65000.0,60000.0,SalarySuggestion,,,,,
2385,layer,layer,layer,Layer,,,trades-services,Australia,45000.0,105000.0,65000.0,85000.0,76250.0,SalarySuggestion,,,,,
2386,car-detailer,car-detailer,car-detailer,Car Detailer,,,trades-services,Australia,40000.0,70000.0,50000.0,60000.0,54999.0,SalarySuggestion,4.0,RoleReviewStats,6.0,Growth,
2387,automotive-mechanic,automotive-mechanic,automotive-mechanic,Automotive Mechanic,,,trades-services,Australia,55000.0,100000.0,70000.0,85000.0,77500.0,SalarySuggestion,3.8,RoleReviewStats,-0.7,Growth,
2388,tool-technician,tool-technician,tool-technician,Tool Technician,,,trades-services,,,,,,,,,,,,
2389,greenkeeper,greenkeeper,greenkeeper,Greenkeeper,,,trades-services,Australia,25000.0,85000.0,45000.0,65000.0,56547.0,SalarySuggestion,4.1,RoleReviewStats,,,
2390,butcher,butcher,butcher,Butcher,,,trades-services,Australia,50000.0,95000.0,65000.0,80000.0,75000.0,SalarySuggestion,3.6,RoleReviewStats,11.2,Growth,
2391,pest-technician,pest-technician,pest-technician,Pest Technician,,,trades-services,Australia,50000.0,80000.0,60000.0,70000.0,61000.0,SalarySuggestion,3.3,RoleReviewStats,,,
2392,roof-plumber,roof-plumber,roof-plumber,Roof Plumber,,,trades-services,Australia,60000.0,120000.0,80000.0,100000.0,90000.0,SalarySuggestion,4.0,RoleReviewStats,8.6,Growth,
2393,tiler,tiler,tiler,Tiler,,,trades-services,Australia,60000.0,105000.0,75000.0,90000.0,80000.0,SalarySuggestion,3.4,RoleReviewStats,-3.4,Growth,
2394,tyre-technician,tyre-technician,tyre-technician,Tyre Technician,,,trades-services,Australia,50000.0,95000.0,65000.0,80000.0,77499.0,SalarySuggestion,3.3,RoleReviewStats,,,
2395,air-conditioning-technician,air-conditioning-technician,air-conditioning-technician,Air Conditioning Technician,,,trades-services,Australia,70000.0,115000.0,85000.0,100000.0,89999.0,SalarySuggestion,3.8,RoleReviewStats,,,
2396,security-system-technician,security-system-technician,security-system-technician,Security System Technician,,,trades-services,Australia,65000.0,110000.0,80000.0,95000.0,87500.0,SalarySuggestion,,,,,
2397,plasterer,plasterer,plasterer,Plasterer,,,trades-services,Australia,35000.0,95000.0,55000.0,75000.0,65000.0,SalarySuggestion,3.9,RoleReviewStats,-4.0,Growth,
2398,toolmaker,toolmaker,toolmaker,Toolmaker,,,trades-services,Australia,60000.0,105000.0,75000.0,90000.0,80000.0,SalarySuggestion,3.5,RoleReviewStats,,,
2399,security-guard,security-guard,security-guard,Security Guard,,,trades-services,Australia,40000.0,100000.0,60000.0,80000.0,72000.0,SalarySuggestion,3.6,RoleReviewStats,4.9,Growth,
2400,plumber,plumber,plumber,Plumber,,,trades-services,Australia,50000.0,110000.0,70000.0,90000.0,80000.0,SalarySuggestion,3.9,RoleReviewStats,8.6,Growth,
2401,locksmith,locksmith,locksmith,Locksmith,,,trades-services,Australia,30000.0,90000.0,50000.0,70000.0,62499.0,SalarySuggestion,3.9,RoleReviewStats,3.2,Growth,
2402,formwork-carpenter,formwork-carpenter,formwork-carpenter,Formwork Carpenter,,,trades-services,Australia,55000.0,115000.0,75000.0,95000.0,85000.0,SalarySuggestion,4.0,RoleReviewStats,-0.6,Growth,
2403,infrastructure-worker,infrastructure-worker,infrastructure-worker,Infrastructure Worker,,,trades-services,Australia,55000.0,85000.0,65000.0,75000.0,65000.0,SalarySuggestion,,,,,
2404,"heating,-ventilation-and-air-conditioning-technician","heating,-ventilation-and-air-conditioning-technician",heating-ventilation-and-air-conditioning-technician,"Heating, Ventilation and Air Conditioning Technician",,,trades-services,Australia,75000.0,120000.0,90000.0,105000.0,100000.0,SalarySuggestion,3.6,RoleReviewStats,,,
